total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
1357,1159.84,14.602,0.217631,464.046,5.25149
1358,1160.39,14.6349,0.221901,464.325,5.38371
1359,1160.96,14.667,0.226798,464.621,5.51985
1360,1161.53,14.699,0.238281,464.924,5.82961
1361,1162.14,14.7273,0.254746,465.318,6.28242
1362,1162.77,14.7547,0.281954,465.745,6.96195
1363,1163.46,14.778,0.313305,466.27,7.80425
1364,1164.22,14.7957,0.355876,466.938,8.92328
1365,1165.09,14.8053,0.414062,467.818,10.4058
1366,1166.17,14.7995,0.485869,469.087,12.2532
1367,1167.43,14.7801,0.563543,470.695,14.2231
1368,1169.14,14.7276,0.659196,473.137,16.6457
1369,1171.08,14.6579,0.747146,476.01,18.8564
1370,1173.66,14.5412,0.834915,480.06,21.0505
1371,1176.46,14.4079,0.893593,484.508,22.5031
1372,1179.63,14.2468,0.91821,489.645,23.081
1373,1182.76,14.089,0.901625,494.674,22.6274
1374,1185.68,13.9472,0.84735,499.283,21.225
1375,1188.32,13.8257,0.762319,503.361,19.0616
1376,1190.43,13.7434,0.667089,506.455,16.6504
1377,1192.13,13.6918,0.570513,508.764,14.2187
1378,1193.49,13.6646,0.478623,510.46,11.9138
1379,1194.55,13.6601,0.399489,511.592,9.93023
1380,1195.46,13.6672,0.328868,512.43,8.17389
1381,1196.19,13.6873,0.27341,512.946,6.79614
1382,1196.84,13.7132,0.229041,513.321,5.69539
1383,1197.44,13.7429,0.191446,513.603,4.77297
1384,1197.99,13.7761,0.162286,513.795,4.06586
1385,1198.51,13.8118,0.13959,513.929,3.50446
1386,1199.01,13.8486,0.123279,514.04,3.10745
1387,1199.48,13.8876,0.113685,514.107,2.86138
1388,1199.97,13.9259,0.103497,514.179,2.64575
1389,1200.45,13.9644,0.0971864,514.253,2.48747
1390,1200.91,14.0039,0.094075,514.306,2.42384
1391,1201.38,14.0434,0.0918592,514.357,2.34521
1392,1201.84,14.0834,0.0897588,514.398,2.3184
1393,1202.3,14.1229,0.0899286,514.455,2.31166
1394,1202.77,14.1626,0.0890762,514.509,2.29129
1395,1203.23,14.2024,0.090941,514.563,2.31166
1396,1203.69,14.2422,0.0916097,514.618,2.32513
1397,1204.15,14.2821,0.0916929,514.673,2.38485
1398,1204.61,14.3222,0.0954437,514.729,2.41091
1399,1205.07,14.3628,0.0969506,514.776,2.5
1400,1205.53,14.4025,0.0989755,514.838,2.53106
1401,1205.99,14.4421,0.101337,514.907,2.55563
1402,1206.46,14.4817,0.104597,514.986,2.66927
1403,1206.91,14.5224,0.107829,515.026,2.68095
1404,1207.38,14.5619,0.109235,515.103,2.76134
1405,1207.84,14.6016,0.113349,515.181,2.89396
1406,1208.3,14.6416,0.116796,515.253,2.94746
1407,1208.77,14.6807,0.120589,515.347,3.04138
1408,1209.24,14.72,0.123896,515.437,3.10242
1409,1209.72,14.759,0.129025,515.535,3.23554
1410,1210.2,14.7971,0.134355,515.66,3.31662
1411,1210.67,14.8366,0.137331,515.743,3.39117
1412,1211.16,14.8739,0.142939,515.898,3.58382
1413,1211.63,14.9131,0.146784,515.99,3.67423
1414,1212.12,14.9512,0.152894,516.125,3.77078
1415,1212.64,14.9872,0.158528,516.308,3.91312
1416,1213.13,15.0243,0.164712,516.464,4.035
1417,1213.62,15.0625,0.170583,516.595,4.19821
1418,1214.14,15.098,0.177852,516.792,4.38035
1419,1214.66,15.1333,0.186111,517,4.55179
1420,1215.19,15.1682,0.194843,517.216,4.77951
1421,1215.71,15.2034,0.205032,517.423,5.02805
1422,1216.26,15.2369,0.217315,517.673,5.35899
1423,1216.89,15.2644,0.236062,518.083,5.78792
1424,1217.45,15.2971,0.253696,518.355,6.27993
1425,1218.1,15.3228,0.278469,518.805,6.87841
1426,1218.79,15.3457,0.311081,519.332,7.72172
1427,1219.55,15.3634,0.349014,519.982,8.68008
1428,1220.37,15.377,0.395092,520.74,9.86471
1429,1221.4,15.3745,0.452687,521.899,11.3082
1430,1222.57,15.3622,0.518929,523.309,12.9928
1431,1223.98,15.3323,0.587576,525.152,14.7139
1432,1225.64,15.2832,0.660953,527.477,16.5605
1433,1227.67,15.207,0.732117,530.474,18.3371
1434,1230.09,15.1014,0.792815,534.201,19.8376
1435,1232.66,14.9853,0.830057,538.179,20.7568
1436,1235.3,14.8637,0.838398,542.28,20.9426
1437,1237.99,14.7385,0.816687,546.458,20.3846
1438,1240.52,14.6252,0.7697,550.327,19.1955
1439,1242.83,14.5283,0.701898,553.779,17.5009
1440,1244.74,14.461,0.628579,556.488,15.6674
