total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
4619,4383.65,17.4299,0.015625,3737.23,1
4620,4384.43,17.4466,0.0165728,3737.23,0
4621,4385.2,17.4635,0.015625,3737.22,0
4622,4385.97,17.4802,0.0165728,3737.22,1
4623,4386.76,17.4962,0.0165728,3737.25,1.41421
4624,4387.53,17.5129,0.0165728,3737.25,1.73205
4625,4388.31,17.5296,0.0183219,3737.25,0
4626,4389.08,17.5463,0.0174693,3737.26,0
4627,4389.86,17.5628,0.0165728,3737.27,1
4628,4390.63,17.5798,0.015625,3737.25,0
4629,4391.4,17.5964,0.015625,3737.26,1
4630,4392.18,17.613,0.015625,3737.27,1.73205
4631,4392.96,17.6295,0.015625,3737.29,1
4632,4393.73,17.6465,0.0165728,3737.28,1
4633,4394.5,17.6636,0.0165728,3737.27,1
4634,4395.28,17.6799,0.0135316,3737.3,1
4635,4396.05,17.697,0.0165728,3737.29,1.41421
4636,4396.82,17.7137,0.015625,3737.31,1
4637,4397.59,17.7308,0.015625,3737.29,0
4638,4398.36,17.7476,0.0165728,3737.3,1
4639,4399.14,17.7644,0.015625,3737.31,1
4640,4399.91,17.7813,0.0135316,3737.31,0
4641,4400.67,17.7986,0.015625,3737.3,1.41421
4642,4401.45,17.8154,0.015625,3737.32,1
4643,4402.22,17.8322,0.0165728,3737.33,1
4644,4402.99,17.8494,0.015625,3737.32,0
4645,4403.76,17.8666,0.0165728,3737.32,1
4646,4404.52,17.8839,0.0165728,3737.31,1.41421
4647,4405.3,17.9006,0.0146158,3737.33,1
4648,4406.06,17.9177,0.015625,3737.33,1
4649,4406.83,17.9348,0.015625,3737.34,1
4650,4407.6,17.9519,0.015625,3737.34,1
4651,4408.37,17.969,0.0146158,3737.35,0
4652,4409.13,17.9866,0.0165728,3737.33,0
4653,4409.91,18.0036,0.015625,3737.35,1
4654,4410.67,18.0207,0.015625,3737.36,1
4655,4411.45,18.0376,0.0146158,3737.37,0
4656,4412.21,18.0552,0.0146158,3737.36,0
4657,4412.97,18.0726,0.0165728,3737.36,1.41421
4658,4413.75,18.0895,0.0174693,3737.38,1
4659,4414.51,18.1069,0.0146158,3737.38,1.41421
4660,4415.27,18.1244,0.015625,3737.38,1
4661,4416.04,18.1417,0.0146158,3737.38,0
4662,4416.8,18.1592,0.0174693,3737.38,1.41421
4663,4417.57,18.1764,0.015625,3737.39,1.41421
4664,4418.34,18.1937,0.0146158,3737.39,1.73205
4665,4419.1,18.2116,0.0165728,3737.38,1.41421
4666,4419.86,18.2288,0.015625,3737.39,1.73205
4667,4420.63,18.246,0.0146158,3737.41,0
4668,4421.39,18.2637,0.0146158,3737.4,1
4669,4422.15,18.2815,0.0146158,3737.39,0
4670,4422.92,18.2987,0.0146158,3737.41,1.41421
4671,4423.68,18.3163,0.0146158,3737.41,1
4672,4424.45,18.3335,0.0165728,3737.43,1
4673,4425.21,18.3512,0.0146158,3737.43,nan
4674,4425.98,18.3686,0.0123526,3737.44,0
4675,4426.73,18.3867,0.0146158,3737.42,0
4676,4427.49,18.4043,0.0135316,3737.42,0
4677,4428.25,18.4224,0.0135316,3737.41,nan
4678,4429.02,18.4398,0.0146158,3737.43,1.73205
4679,4429.78,18.4573,0.0146158,3737.44,1
4680,4430.54,18.4749,0.0165728,3737.44,0
4681,4431.3,18.4931,0.0135316,3737.44,0
4682,4432.06,18.5107,0.015625,3737.44,1.73205
4683,4432.82,18.5281,0.015625,3737.46,1.73205
4684,4433.58,18.5464,0.015625,3737.44,1
4685,4434.34,18.5637,0.0146158,3737.47,0
4686,4435.09,18.5822,0.015625,3737.44,1
4687,4435.86,18.5994,0.0146158,3737.48,nan
4688,4436.61,18.6177,0.0146158,3737.46,1
4689,4437.37,18.6355,0.015625,3737.47,1.73205
4690,4438.13,18.6533,0.0135316,3737.48,nan
4691,4438.89,18.6715,0.0146158,3737.47,0
4692,4439.64,18.6897,0.0123526,3737.46,1
4693,4440.4,18.7074,0.0146158,3737.48,1
4694,4441.16,18.7255,0.0135316,3737.48,0
4695,4441.91,18.7436,0.0135316,3737.48,0
4696,4442.68,18.7612,0.0135316,3737.5,0
4697,4443.43,18.7793,0.0123526,3737.5,1
4698,4444.19,18.7974,0.0135316,3737.5,0
4699,4444.93,18.8161,0.015625,3737.48,1.41421
4700,4445.69,18.834,0.0135316,3737.5,1
4701,4446.44,18.8524,0.0135316,3737.49,0
4702,4447.2,18.8705,0.0123526,3737.49,nan
4703,4447.96,18.8885,0.0123526,3737.5,1
4704,4448.72,18.9063,0.0146158,3737.52,1.41421
4705,4449.46,18.9253,0.0146158,3737.5,1
4706,4450.22,18.9433,0.015625,3737.51,1.41421
4707,4450.97,18.9615,0.0135316,3737.52,nan
4708,4451.72,18.9799,0.015625,3737.51,0
4709,4452.48,18.9982,0.0135316,3737.52,1
4710,4453.23,19.0165,0.0135316,3737.52,1.73205
4711,4453.98,19.0348,0.0146158,3737.52,1
4712,4454.73,19.0531,0.0135316,3737.53,0
4713,4455.48,19.0718,0.0123526,3737.52,nan
4714,4456.24,19.09,0.0146158,3737.53,1.41421
4715,4456.99,19.1082,0.0123526,3737.55,0
4716,4457.74,19.1269,0.0146158,3737.54,1
4717,4458.49,19.1455,0.0123526,3737.54,nan
4718,4459.24,19.1641,0.0123526,3737.54,1.41421
4719,4459.98,19.1828,0.0146158,3737.53,0
4720,4460.73,19.2013,0.0110485,3737.53,1
4721,4461.48,19.2198,0.0135316,3737.55,1
4722,4462.23,19.2384,0.0123526,3737.54,1.41421
4723,4462.98,19.257,0.0123526,3737.55,1
4724,4463.73,19.2755,0.0123526,3737.55,0
4725,4464.48,19.294,0.0146158,3737.56,nan
4726,4465.23,19.3124,0.0110485,3737.57,nan
4727,4465.97,19.3318,0.0135316,3737.55,nan
4728,4466.72,19.3502,0.0123526,3737.56,1.41421
4729,4467.48,19.3685,0.015625,3737.58,0
4730,4468.21,19.388,0.0123526,3737.55,1.41421
4731,4468.96,19.4063,0.0110485,3737.57,1.41421
4732,4469.71,19.4251,0.0123526,3737.57,0
4733,4470.46,19.4439,0.0110485,3737.58,1
4734,4471.2,19.4632,0.0135316,3737.56,0
4735,4471.95,19.4814,0.0078125,3737.59,1.41421
4736,4472.69,19.5007,0.0135316,3737.58,1.41421
4737,4473.44,19.5195,0.0135316,3737.58,1
4738,4474.19,19.5381,0.0110485,3737.59,1.41421
4739,4474.93,19.5572,0.0123526,3737.59,nan
4740,4475.67,19.5762,0.0110485,3737.59,0
4741,4476.41,19.5953,0.0135316,3737.59,0
4742,4477.15,19.6144,0.0123526,3737.59,1
4743,4477.9,19.633,0.0135316,3737.61,1.41421
4744,4478.65,19.6521,0.00956832,3737.61,nan
4745,4479.38,19.6717,0.0146158,3737.59,1
4746,4480.13,19.6907,0.0123526,3737.59,1.73205
4747,4480.87,19.7097,0.0123526,3737.6,1
4748,4481.61,19.7287,0.0135316,3737.6,1
4749,4482.36,19.7476,0.0135316,3737.61,0
4750,4483.09,19.767,0.0135316,3737.61,1.41421
4751,4483.83,19.7864,0.0146158,3737.6,nan
4752,4484.58,19.8051,0.0135316,3737.62,1.41421
4753,4485.32,19.8246,0.0146158,3737.62,1.41421
4754,4486.06,19.8439,0.0146158,3737.61,nan
4755,4486.8,19.8627,0.0110485,3737.63,0
4756,4487.53,19.8826,0.0110485,3737.61,0
4757,4488.28,19.9013,0.0123526,3737.63,0
4758,4489.02,19.9209,0.0146158,3737.63,1.41421
4759,4489.75,19.9406,0.0110485,3737.62,nan
4760,4490.5,19.9595,0.0110485,3737.63,nan
4761,4491.23,19.9791,0.0123526,3737.63,0
4762,4491.97,19.9986,0.0135316,3737.63,nan
4763,4492.71,20.0177,0.0123526,3737.65,0
4764,4493.45,20.0369,0.0110485,3737.65,0
4765,4494.19,20.0565,0.0123526,3737.65,0
4766,4494.92,20.076,0.0135316,3737.65,0
4767,4495.66,20.0956,0.0135316,3737.65,0
4768,4496.4,20.115,0.0123526,3737.66,1.41421
4769,4497.13,20.1345,0.0110485,3737.66,1
4770,4497.87,20.1541,0.0123526,3737.66,0
4771,4498.6,20.174,0.00956832,3737.66,0
4772,4499.33,20.1939,0.0110485,3737.64,1
4773,4500.07,20.2134,0.0146158,3737.65,1.41421
4774,4500.81,20.2326,0.0123526,3737.67,0
4775,4501.54,20.2526,0.0123526,3737.66,0
4776,4502.27,20.2723,0.0135316,3737.66,nan
4777,4503.01,20.2918,0.0123526,3737.67,1
4778,4503.74,20.3119,0.0135316,3737.67,nan
4779,4504.47,20.3314,0.0135316,3737.67,0
