total_extension_nm,DNA_extension_avg_nm,force_avg_pN,force_sd_pN,average_bp_unzipped_avg,bp_unzipped_sd
2014,1813.36,14.8594,0.240353,1155.09,8.44097
2015,1814.13,14.8766,0.237319,1155.55,8.31414
2016,1814.9,14.8931,0.23284,1156.02,8.20823
2017,1815.68,14.9099,0.236481,1156.49,8.33667
2018,1816.45,14.927,0.237158,1156.95,8.40387
2019,1817.23,14.943,0.241493,1157.45,8.60959
2020,1818.04,14.9575,0.250823,1158.01,8.96521
2021,1818.86,14.9708,0.262621,1158.62,9.35414
2022,1819.67,14.9844,0.272123,1159.21,9.66954
2023,1820.51,14.9963,0.283654,1159.86,10.1427
2024,1821.38,15.0057,0.296335,1160.6,10.5653
2025,1822.27,15.0144,0.308989,1161.37,10.9545
2026,1823.16,15.0226,0.319812,1162.15,11.3303
2027,1824.08,15.0285,0.33164,1163.02,11.8004
2028,1825.1,15.0268,0.344592,1164.15,12.1963
2029,1826.07,15.0289,0.35351,1165.14,12.475
2030,1827.06,15.0294,0.361091,1166.19,12.723
2031,1828.15,15.0231,0.367852,1167.48,12.9373
2032,1829.12,15.0252,0.370703,1168.47,13.0384
2033,1830.19,15.0199,0.371689,1169.71,13.0048
2034,1831.21,15.0186,0.370888,1170.81,12.9759
2035,1832.28,15.0132,0.36598,1172.05,12.772
2036,1833.32,15.0102,0.359715,1173.21,12.5897
2037,1834.3,15.0119,0.35191,1174.2,12.2678
2038,1835.31,15.011,0.340808,1175.28,11.848
2039,1836.25,15.0154,0.330903,1176.17,11.4837
2040,1837.21,15.0188,0.317297,1177.09,10.9943
2041,1838.11,15.0257,0.306336,1177.9,10.5594
2042,1839,15.0344,0.292708,1178.63,10.1427
2043,1839.86,15.0444,0.280788,1179.33,9.69536
2044,1840.71,15.0554,0.268027,1179.98,9.30054
2045,1841.54,15.0681,0.257842,1180.59,8.94427
2046,1842.32,15.0842,0.250366,1181.07,8.72496
2047,1843.12,15.0994,0.242597,1181.59,8.37407
2048,1843.9,15.1156,0.236546,1182.08,8.23104
2049,1844.67,15.1328,0.230104,1182.52,8.03119
2050,1845.43,15.1503,0.2308,1182.98,8.01561
2051,1846.22,15.1663,0.228407,1183.47,7.97653
2052,1846.97,15.1846,0.227033,1183.88,7.92938
2053,1847.71,15.2037,0.229573,1184.27,7.99218
2054,1848.48,15.2207,0.233069,1184.74,8.08548
2055,1849.27,15.236,0.238825,1185.27,8.31414
2056,1850.06,15.2521,0.244476,1185.77,8.64581
2057,1850.85,15.2673,0.250731,1186.3,8.80341
2058,1851.62,15.2847,0.255822,1186.75,8.91628
